Accuracy,Weight,Ncore,WS,ModelFpga,Blife,Bmodel,Cost,ModelCloud,BW
72.5868285714286, 150, 4, 0.75, 0, 4.69371353903067, 2, 1919, 1, 500
72.5868285714286, 150, 4, 1.0, 0, 3.85173215604834, 2, 1919, 1, 500
72.5868285714286, 150, 4, 1.25, 0, 3.26588217455265, 2, 1919, 1, 500
68.5582571428572, 150, 4, 0.25, 0, 8.77589116432308, 2, 1919, 1, 500
68.5582571428572, 150, 4, 0.5, 0, 6.46982232250447, 2, 1919, 1, 500
68.5582571428572, 150, 4, 0.75, 0, 5.12350310985965, 2, 1919, 1, 500
68.5582571428572, 150, 4, 1.0, 0, 4.24098701904557, 2, 1919, 1, 500
68.5582571428572, 150, 4, 1.25, 0, 3.61782229709104, 2, 1919, 1, 500
68.5582571428572, 150, 4, 1.5, 0, 3.15432951440411, 2, 1919, 1, 500
68.4211142857143, 150, 4, 0.25, 0, 8.78443314784933, 2, 1919, 1, 500
68.4211142857143, 150, 4, 0.5, 0, 6.47911180633009, 2, 1919, 1, 500
68.4211142857143, 150, 4, 0.75, 0, 5.13224387200917, 2, 1919, 1, 500
68.4211142857143, 150, 4, 1.0, 0, 4.24897367052649, 2, 1919, 1, 500
68.4211142857143, 150, 4, 1.25, 0, 3.62508819969057, 2, 1919, 1, 500
68.4211142857143, 150, 4, 1.5, 0, 3.16095825202019, 2, 1919, 1, 500
67.1868285714286, 150, 4, 0.25, 0, 8.79399977020441, 2, 1919, 1, 500
67.1868285714286, 150, 4, 0.5, 0, 6.48952578949137, 2, 1919, 1, 500
67.1868285714286, 150, 4, 0.75, 0, 5.14204831964442, 2, 1919, 1, 500
67.1868285714286, 150, 4, 1.0, 0, 4.25793560075163, 2, 1919, 1, 500
67.1868285714286, 150, 4, 1.25, 0, 3.63324352950145, 2, 1919, 1, 500
67.1868285714286, 150, 4, 1.5, 0, 3.16839988827618, 2, 1919, 1, 500
65.9868285714285, 150, 4, 0.25, 0, 9.20556268042971, 2, 1919, 1, 500
65.9868285714285, 150, 4, 0.5, 0, 6.94798564248395, 2, 1919, 1, 500
65.9868285714285, 150, 4, 0.75, 0, 5.57963340812146, 2, 1919, 1, 500
65.9868285714285, 150, 4, 1.0, 0, 4.66157260371583, 2, 1919, 1, 500
65.9868285714285, 150, 4, 1.25, 0, 4.00293787047279, 2, 1919, 1, 500
65.9868285714285, 150, 4, 1.5, 0, 3.50737938007487, 2, 1919, 1, 500
65.8754, 150, 4, 0.25, 0, 9.22105419153172, 2, 1919, 1, 500
65.8754, 150, 4, 0.5, 0, 6.96565063530465, 2, 1919, 1, 500
65.8754, 150, 4, 0.75, 0, 5.59673057655486, 2, 1919, 1, 500
65.8754, 150, 4, 1.0, 0, 4.67748985847809, 2, 1919, 1, 500
65.8754, 150, 4, 1.25, 0, 4.01761292810446, 2, 1919, 1, 500
65.8754, 150, 4, 1.5, 0, 3.52090168615563, 2, 1919, 1, 500
78.7886571428571, 150, 4, 0.25, 0, 7.71914976322197, 2, 1919, 1, 500
78.7886571428571, 150, 4, 0.5, 0, 5.38321609350903, 2, 1919, 1, 500
78.7886571428571, 150, 4, 0.75, 0, 4.13262122693834, 2, 1919, 1, 500
78.7886571428571, 150, 4, 1.0, 0, 3.35354643524002, 2, 1919, 1, 500
78.5572285714286, 150, 4, 0.25, 0, 7.73198723117537, 2, 1919, 1, 500
78.5572285714286, 150, 4, 0.5, 0, 5.39571118042744, 2, 1919, 1, 500
78.5572285714286, 150, 4, 0.75, 0, 4.14367093727863, 2, 1919, 1, 500
78.5572285714286, 150, 4, 1.0, 0, 3.3632502450368, 2, 1919, 1, 500
76.4743714285714, 150, 4, 0.25, 0, 7.73939788866462, 2, 1919, 1, 500
76.4743714285714, 150, 4, 0.5, 0, 5.40293166931614, 2, 1919, 1, 500
76.4743714285714, 150, 4, 0.75, 0, 4.15005973739262, 2, 1919, 1, 500
76.4743714285714, 150, 4, 1.0, 0, 3.36886280426546, 2, 1919, 1, 500
75.3600857142857, 150, 4, 0.25, 0, 8.21821714584253, 2, 1919, 1, 500
75.3600857142857, 150, 4, 0.5, 0, 5.88136859447193, 2, 1919, 1, 500
75.3600857142857, 150, 4, 0.75, 0, 4.57925754425866, 2, 1919, 1, 500
75.3600857142857, 150, 4, 1.0, 0, 3.7491999475112, 2, 1919, 1, 500
75.3600857142857, 150, 4, 1.25, 0, 3.17388647121446, 2, 1919, 1, 500
75.1629428571429, 150, 4, 0.25, 0, 8.22791319551579, 2, 1919, 1, 500
75.1629428571429, 150, 4, 0.5, 0, 5.89130541509156, 2, 1919, 1, 500
75.1629428571429, 150, 4, 0.75, 0, 4.58829602156499, 2, 1919, 1, 500
75.1629428571429, 150, 4, 1.0, 0, 3.75727972947586, 2, 1919, 1, 500
75.1629428571429, 150, 4, 1.25, 0, 3.18112532308304, 2, 1919, 1, 500
73.3886571428572, 150, 4, 0.25, 0, 8.23542128224039, 2, 1919, 1, 500
73.3886571428572, 150, 4, 0.5, 0, 5.89900689516657, 2, 1919, 1, 500
73.3886571428572, 150, 4, 0.75, 0, 4.59530477469946, 2, 1919, 1, 500
73.3886571428572, 150, 4, 1.0, 0, 3.76354708936677, 2, 1919, 1, 500
73.3886571428572, 150, 4, 1.25, 0, 3.18674163729284, 2, 1919, 1, 500
69.3600857142857, 150, 4, 0.25, 0, 8.66030495098808, 2, 1919, 1, 500
69.3600857142857, 150, 4, 0.5, 0, 6.34495959053861, 2, 1919, 1, 500
69.3600857142857, 150, 4, 0.75, 0, 5.00647190795601, 2, 1919, 1, 500
69.3600857142857, 150, 4, 1.0, 0, 4.1343241930316, 2, 1919, 1, 500
69.3600857142857, 150, 4, 1.25, 0, 3.52095887446681, 2, 1919, 1, 500
69.2229428571429, 150, 4, 0.25, 0, 8.66862329878268, 2, 1919, 1, 500
69.2229428571429, 150, 4, 0.5, 0, 6.35389372658893, 2, 1919, 1, 500
69.2229428571429, 150, 4, 0.75, 0, 5.01481759198011, 2, 1919, 1, 500
69.2229428571429, 150, 4, 1.0, 0, 4.14191380085678, 2, 1919, 1, 500
69.2229428571429, 150, 4, 1.25, 0, 3.52784054160752, 2, 1919, 1, 500
67.9886571428572, 150, 4, 0.25, 0, 8.67793920638696, 2, 1919, 1, 500
67.9886571428572, 150, 4, 0.5, 0, 6.36390875821579, 2, 1919, 1, 500
67.9886571428572, 150, 4, 0.75, 0, 5.02417810950645, 2, 1919, 1, 500
67.9886571428572, 150, 4, 1.0, 0, 4.150429347093, 2, 1919, 1, 500
67.9886571428572, 150, 4, 1.25, 0, 3.53556371985498, 2, 1919, 1, 500
66.7886571428571, 150, 4, 0.25, 0, 9.07846304862895, 2, 1919, 1, 500
66.7886571428571, 150, 4, 0.5, 0, 6.80418959874317, 2, 1919, 1, 500
66.7886571428571, 150, 4, 0.75, 0, 5.44111843484933, 2, 1919, 1, 500
66.7886571428571, 150, 4, 1.0, 0, 4.53302551931474, 2, 1919, 1, 500
66.7886571428571, 150, 4, 1.25, 0, 3.88469171329357, 2, 1919, 1, 500
66.7886571428571, 150, 4, 1.5, 0, 3.39860750149549, 2, 1919, 1, 500
66.6772285714286, 150, 4, 0.25, 0, 9.09352938549663, 2, 1919, 1, 500
66.6772285714286, 150, 4, 0.5, 0, 6.8211300744843, 2, 1919, 1, 500
66.6772285714286, 150, 4, 0.75, 0, 5.45737602538979, 2, 1919, 1, 500
66.6772285714286, 150, 4, 1.0, 0, 4.54807559551365, 2, 1919, 1, 500
66.6772285714286, 150, 4, 1.25, 0, 3.89851108203987, 2, 1919, 1, 500
66.6772285714286, 150, 4, 1.5, 0, 3.411302579493, 2, 1919, 1, 500
65.6743714285714, 150, 4, 0.25, 0, 9.11026841128307, 2, 1919, 1, 500
65.6743714285714, 150, 4, 0.5, 0, 6.83998426803618, 2, 1919, 1, 500
65.6743714285714, 150, 4, 0.75, 0, 5.47548920073828, 2, 1919, 1, 500
65.6743714285714, 150, 4, 1.0, 0, 4.56485517996942, 2, 1919, 1, 500
65.6743714285714, 150, 4, 1.25, 0, 3.91392623879842, 2, 1919, 1, 500
65.6743714285714, 150, 4, 1.5, 0, 3.42546893242406, 2, 1919, 1, 500
79.5904857142857, 150, 4, 0.25, 0, 7.6295819783824, 2, 1919, 1, 500
79.5904857142857, 150, 4, 0.5, 0, 5.29649161026271, 2, 1919, 1, 500
79.5904857142857, 150, 4, 0.75, 0, 4.05614232134232, 2, 1919, 1, 500
79.5904857142857, 150, 4, 1.0, 0, 3.28649941253823, 2, 1919, 1, 500
79.3590571428571, 150, 4, 0.25, 0, 7.64212301816551, 2, 1919, 1, 500
79.3590571428571, 150, 4, 0.5, 0, 5.3085868920878, 2, 1919, 1, 500
79.3590571428571, 150, 4, 0.75, 0, 4.06678631410211, 2, 1919, 1, 500
79.3590571428571, 150, 4, 1.0, 0, 3.29581854792513, 2, 1919, 1, 500
77.2762, 150, 4, 0.25, 0, 7.64936233686198, 2, 1919, 1, 500
77.2762, 150, 4, 0.5, 0, 5.31557593474245, 2, 1919, 1, 500
77.2762, 150, 4, 0.75, 0, 4.07294005298944, 2, 1919, 1, 500
77.2762, 150, 4, 1.0, 0, 3.30120812427319, 2, 1919, 1, 500
76.1619142857143, 150, 4, 0.25, 0, 8.11676939050309, 2, 1919, 1, 500
76.1619142857143, 150, 4, 0.5, 0, 5.77800492368562, 2, 1919, 1, 500
76.1619142857143, 150, 4, 0.75, 0, 4.48554173729837, 2, 1919, 1, 500
76.1619142857143, 150, 4, 1.0, 0, 3.66559637071049, 2, 1919, 1, 500
75.9647714285714, 150, 4, 0.25, 0, 8.12622739893005, 2, 1919, 1, 500
75.9647714285714, 150, 4, 0.5, 0, 5.78759525417189, 2, 1919, 1, 500
75.9647714285714, 150, 4, 0.75, 0, 4.49421369986143, 2, 1919, 1, 500
